"","Tattoo","Eimeria","Isospora","Fleas","Lice","Ticks","Sex","fYear","Year","Month","Age","AgeCat","X","Y","Degree","Strength","GroupSize","LifetimeDensity","TrappingDensity","AnnualDensity","Survived","BCI"
"1040",1387,NA,NA,0,0,0,"Female","1992",1992,"10",11,"A",108,10,NA,NA,10,1.89842668313835e-05,4.26615370043863e-05,2.49357725568804e-05,0,NA
"1041",1454,NA,NA,1,2,0,"Male","1992",1992,"10",6,"A",96,58,NA,NA,7,1.6231890287148e-05,3.01356664406397e-05,2.84232469114019e-05,1,0.822045209222878
"1042",893,1,0,0,1,0,"Female","1993",1993,"07",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-1.34824781494785
"1043",893,1,0,0,0,0,"Female","1993",1993,"10",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,0.941008558436705
"1044",895,0,0,0,0,0,"Male","1993",1993,"06",0,"C",131,85,4,4,16,1.7987562472653e-05,2.60259449841466e-05,1.99279286357682e-05,1,-1.26056656959039
"1045",895,1,0,2,1,0,"Male","1993",1993,"07",0,"C",131,85,4,4,16,1.7987562472653e-05,2.60259449841466e-05,1.99279286357682e-05,1,-2.42751131992944
"1046",896,1,0,0,1,0,"Male","1993",1993,"07",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-1.72784809565418
"1047",898,1,0,0,0,1,"Female","1993",1993,"06",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-2.35946224529563
"1048",898,0,0,0,0,0,"Female","1993",1993,"07",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-2.13592033112566
"1049",898,0,0,0,1,0,"Female","1993",1993,"10",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,0.322488722900864
"1050",899,1,0,2,1,0,"Male","1993",1993,"07",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-1.55852957408838
"1051",900,1,0,0,2,0,"Male","1993",1993,"07",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-1.56912007130154
"1052",900,1,0,0,0,0,"Male","1993",1993,"10",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,0.660288836767036
"1053",901,1,0,1,1,0,"Female","1993",1993,"07",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-2.9179689137494
"1054",901,1,0,2,2,0,"Female","1993",1993,"10",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,1.01469321025589
"1055",905,1,0,0,0,0,"Female","1993",1993,"05",0,"C",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,-1.20431104820097
"1056",905,0,0,0,0,0,"Female","1993",1993,"07",0,"C",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,-1.57948137268134
"1057",906,0,0,3,1,0,"Female","1993",1993,"07",0,"C",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,-2.13592033112566
"1058",907,1,0,1,0,0,"Female","1993",1993,"05",0,"C",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,-2.52563795959495
"1059",909,1,0,0,2,0,"Male","1993",1993,"11",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,1.23337574500635
"1060",910,0,0,0,1,0,"Female","1993",1993,"07",0,"C",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,-3.1610631493498
"1061",912,0,0,0,0,0,"Female","1993",1993,"06",0,"C",104,192,9,9,15,3.50987541024159e-05,5.17886421045977e-05,2.99056178629204e-05,1,-1.62928225172642
"1062",913,1,0,2,1,0,"Male","1993",1993,"07",0,"C",125,178,7,7,15,3.57211169681523e-05,4.14868879780591e-05,2.40877928265935e-05,1,-2.90315481435518
"1063",914,1,0,1,1,0,"Male","1993",1993,"07",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-2.93897483258001
"1064",916,1,0,1,0,0,"Female","1993",1993,"06",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-2.54442519903326
"1065",917,1,0,0,10,0,"Male","1993",1993,"06",0,"C",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,-1.55314551135467
"1066",917,1,0,2,2,0,"Male","1993",1993,"07",0,"C",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,-1.99264710551662
"1067",918,1,0,0,0,0,"Female","1993",1993,"06",0,"C",47,135,18,18,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,NA
"1068",918,1,0,0,0,0,"Female","1993",1993,"07",0,"C",34,121,18,18,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,-2.37764258128999
"1069",921,1,0,4,0,0,"Male","1993",1993,"06",0,"C",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,-1.58962220952985
"1070",921,1,0,8,1,0,"Male","1993",1993,"07",0,"C",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,-2.4501674931644
"1071",923,0,0,2,1,0,"Male","1993",1993,"06",0,"C",108,10,18,18,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-2.33049386118644
"1072",923,1,0,5,1,0,"Male","1993",1993,"11",0,"C",216,69,18,18,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,0.732405312398215
"1073",924,1,1,1,6,0,"Male","1993",1993,"06",0,"C",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-1.59955084318058
"1074",925,1,0,2,20,0,"Male","1993",1993,"06",0,"C",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-3.13348280078377
"1075",925,1,0,0,2,0,"Male","1993",1993,"10",0,"C",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,0.154752528730837
"1076",926,1,0,7,3,0,"Female","1993",1993,"06",0,"C",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,-1.57948137268134
"1077",927,1,0,0,1,0,"Male","1993",1993,"07",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,-1.59955084318058
"1078",929,0,0,0,1,0,"Male","1993",1993,"07",0,"C",79,0,8,8,9,1.37700788277108e-05,1.62674068034132e-05,2.21519845111853e-05,0,-1.01671161564936
"1079",930,1,0,1,1,0,"Male","1993",1993,"07",0,"C",79,0,8,8,9,1.37700788277108e-05,1.62674068034132e-05,2.21519845111853e-05,0,-1.73761371859114
"1080",931,0,0,5,1,0,"Female","1993",1993,"07",0,"C",189,45,10,10,11,4.47964172011959e-05,9.19135631406246e-05,3.91760762357751e-05,1,-1.58962220952985
"1081",931,0,0,12,0,0,"Female","1993",1993,"07",0,"C",189,45,10,10,11,4.47964172011959e-05,9.19135631406246e-05,3.91760762357751e-05,1,-2.07925214517474
"1082",931,0,0,28,1,0,"Female","1993",1993,"11",0,"C",189,45,10,10,11,4.47964172011959e-05,9.19135631406246e-05,3.91760762357751e-05,1,0.596368430979375
"1083",932,1,0,2,1,0,"Female","1993",1993,"07",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,-1.09124279087769
"1084",932,0,0,2,1,0,"Female","1993",1993,"11",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,0.450642424926568
"1085",933,1,0,0,0,0,"Male","1993",1993,"07",0,"C",24,156,1,1,17,3.90491493670597e-05,4.29995399207392e-05,2.90222829629679e-05,1,-1.05211318095546
"1086",935,0,0,0,0,0,"Male","1993",1993,"07",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-0.957334803943332
"1087",935,0,0,0,0,0,"Male","1993",1993,"10",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,0.632635082814616
"1088",938,0,0,0,0,0,"Male","1993",1993,"10",0,"C",133,182,7,7,15,3.40255574578346e-05,4.1738942819679e-05,2.0636200596913e-05,1,0.0110457109472843
"1089",941,1,0,1,1,0,"Female","1993",1993,"07",0,"C",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,-2.60347421291757
"1090",942,1,0,4,0,0,"Male","1993",1993,"10",1,"Y",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,1.35520121035083
"1091",943,1,0,2,1,0,"Female","1993",1993,"07",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-2.4033955037813
"1092",948,1,0,2,1,0,"Male","1993",1993,"07",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,-2.94567756114787
"1093",948,0,0,6,3,0,"Male","1993",1993,"11",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,0.653276698538788
"1094",952,1,0,1,0,0,"Female","1993",1993,"10",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,0.352471022519324
"1095",954,0,0,3,1,0,"Male","1993",1993,"11",0,"C",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,0,0.63945998706953
"1096",973,NA,NA,0,2,0,"Male","1993",1993,"05",6,"A",131,85,4,4,16,1.7987562472653e-05,2.60259449841466e-05,1.99279286357682e-05,1,1.22758306226809
"1097",584,NA,NA,0,0,0,"Female","1993",1993,"05",4,"A",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-0.0586525854711616
"1098",837,NA,NA,1,0,0,"Male","1993",1993,"05",2,"A",104,192,9,9,15,3.50987541024159e-05,5.17886421045977e-05,2.99056178629204e-05,0,1.14377073042583
"1099",844,NA,NA,2,0,0,"Male","1993",1993,"05",2,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,1.01469321025589
"1100",870,NA,NA,2,0,0,"Female","1993",1993,"05",1,"Y",125,178,22,24,15,3.57211169681523e-05,4.14868879780591e-05,2.40877928265935e-05,1,0.580300631468277
"1101",874,NA,NA,1,0,0,"Male","1993",1993,"05",1,"Y",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,0,0.999758187365918
"1102",894,NA,NA,0,0,0,"Female","1993",1993,"05",0,"C",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,-1.16740260621224
"1103",893,NA,NA,1,0,0,"Female","1993",1993,"05",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-1.51368247140162
"1104",895,NA,NA,4,0,0,"Male","1993",1993,"05",0,"C",131,85,4,4,16,1.7987562472653e-05,2.60259449841466e-05,1.99279286357682e-05,1,-1.14129098740208
"1105",896,NA,NA,1,0,0,"Male","1993",1993,"05",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-1.14129098740208
"1106",269,NA,NA,5,0,0,"Female","1993",1993,"05",13,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,0,-0.572259963895003
"1107",810,NA,NA,3,0,0,"Female","1993",1993,"05",14,"A",104,192,14,16,15,3.50987541024159e-05,5.17886421045977e-05,2.99056178629204e-05,0,0.343513559317172
"1108",1158,NA,NA,1,0,0,"Female","1993",1993,"05",9,"A",44,62,4,4,17,2.39731741123772e-05,2.40386731067774e-05,2.3342686351447e-05,1,0.395508176200501
"1109",776,NA,NA,3,0,0,"Female","1993",1993,"05",4,"A",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-0.0290838942750446
"1110",836,NA,NA,31,0,0,"Male","1993",1993,"05",2,"A",104,192,9,9,15,3.50987541024159e-05,5.17886421045977e-05,2.99056178629204e-05,0,0.825034229816459
"1111",878,NA,NA,1,0,0,"Male","1993",1993,"05",1,"Y",125,178,14,16,15,3.57211169681523e-05,4.14868879780591e-05,2.40877928265935e-05,1,0.960950774994597
"1112",888,NA,NA,0,0,0,"Male","1993",1993,"05",1,"Y",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,0.916902399159428
"1113",897,NA,NA,4,0,0,"Female","1993",1993,"05",0,"C",44,62,4,4,17,2.39731741123772e-05,2.40386731067774e-05,2.3342686351447e-05,1,-1.14129098740208
"1114",898,NA,NA,0,0,0,"Female","1993",1993,"05",0,"C",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-1.87322915011941
"1115",899,NA,NA,4,0,0,"Male","1993",1993,"05",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-1.14129098740208
"1116",900,NA,NA,2,0,1,"Male","1993",1993,"05",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-1.34532646052159
"1117",901,NA,NA,2,0,1,"Female","1993",1993,"05",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-1.87322915011941
"1118",937,NA,NA,0,0,0,"Male","1993",1993,"05",9,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.959969792279801
"1119",1550,NA,NA,0,0,0,"Female","1993",1993,"05",6,"A",189,45,10,10,11,4.47964172011959e-05,9.19135631406246e-05,3.91760762357751e-05,1,-0.0790251995149472
"1120",829,NA,NA,1,0,0,"Male","1993",1993,"05",6,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.903071314818883
"1121",601,NA,NA,1,0,0,"Female","1993",1993,"05",4,"A",96,58,5,5,11,1.6231890287148e-05,3.01356664406397e-05,2.1502802838007e-05,1,0.719300244777997
"1122",803,NA,NA,2,0,0,"Male","1993",1993,"05",3,"A",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,0.850152433544667
"1123",790,NA,NA,2,0,0,"Female","1993",1993,"05",3,"A",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,0.104018032876291
"1124",821,NA,NA,0,0,0,"Male","1993",1993,"05",2,"A",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,0.825034229816459
"1125",831,NA,NA,0,0,0,"Female","1993",1993,"05",2,"A",79,0,8,8,9,1.37700788277108e-05,1.62674068034132e-05,2.21519845111853e-05,1,0.203415075839317
"1126",843,NA,NA,0,0,0,"Female","1993",1993,"05",2,"A",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,0.360916602817346
"1127",846,NA,NA,0,0,0,"Male","1993",1993,"05",2,"A",82,75,4,4,11,1.95671261934994e-05,4.170252311001e-05,2.24626658841046e-05,1,0.986601215853702
"1128",858,NA,NA,0,0,1,"Male","1993",1993,"05",2,"A",255,34,1,1,2,1.53551647545739e-05,7.18900511182885e-06,5.51336666012447e-06,1,NA
"1129",870,NA,NA,0,0,0,"Female","1993",1993,"05",1,"Y",216,69,22,24,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,0.605993890851453
"1130",902,NA,NA,1,0,0,"Male","1993",1993,"05",0,"C",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-1.27573874706144
"1131",906,NA,NA,0,1,0,"Female","1993",1993,"05",0,"C",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,-2.35946224529563
"1132",224,NA,NA,0,2,0,"Male","1993",1993,"05",8,"A",82,75,4,4,11,1.95671261934994e-05,4.170252311001e-05,2.24626658841046e-05,1,0.889488483096989
"1133",807,NA,NA,1,0,0,"Female","1993",1993,"05",11,"A",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,0.432204305456869
"1134",872,NA,NA,14,0,0,"Female","1993",1993,"05",4,"A",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,0.116345542773873
"1135",903,NA,NA,0,0,0,"Male","1993",1993,"05",14,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.903071314818883
"1136",904,NA,NA,0,0,1,"Male","1993",1993,"05",1,"Y",79,0,8,8,9,1.37700788277108e-05,1.62674068034132e-05,2.21519845111853e-05,0,0.863036402779558
"1137",946,NA,NA,3,0,0,"Male","1993",1993,"05",9,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.771966300961
"1138",1374,NA,NA,2,0,0,"Male","1993",1993,"05",14,"A",189,45,10,10,11,4.47964172011959e-05,9.19135631406246e-05,3.91760762357751e-05,1,-0.558218692757786
"1139",832,NA,NA,3,0,0,"Male","1993",1993,"05",2,"A",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,0.605993890851453
"1140",887,NA,NA,2,0,0,"Male","1993",1993,"05",1,"Y",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,0.343513559317172
"1141",909,NA,NA,3,0,0,"Male","1993",1993,"05",0,"C",216,69,8,8,9,2.2180245482928e-05,2.13393913714622e-05,2.0878660659805e-05,1,-1.41666580616629
"1142",910,NA,NA,0,0,0,"Female","1993",1993,"05",0,"C",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,-2.34038972591375
"1143",812,NA,NA,3,0,0,"Female","1993",1993,"05",3,"A",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,-0.283074261201986
"1144",840,NA,NA,0,0,0,"Female","1993",1993,"05",10,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,0,0.799773117297931
"1145",866,NA,NA,3,0,0,"Female","1993",1993,"05",4,"A",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-0.283074261201986
"1146",908,NA,NA,8,0,0,"Female","1993",1993,"05",1,"Y",79,0,8,8,9,1.37700788277108e-05,1.62674068034132e-05,2.21519845111853e-05,1,0.356152595781048
"1147",1217,NA,NA,0,0,0,"Female","1993",1993,"05",12,"A",79,0,8,8,9,1.37700788277108e-05,1.62674068034132e-05,2.21519845111853e-05,1,-0.191206928918716
"1148",834,NA,NA,0,0,0,"Female","1993",1993,"06",2,"A",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,0.715387883291085
"1149",835,NA,NA,0,0,0,"Female","1993",1993,"06",2,"A",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,0.249573623202432
"1150",878,NA,NA,0,0,1,"Male","1993",1993,"06",1,"Y",104,192,14,16,15,3.50987541024159e-05,5.17886421045977e-05,2.99056178629204e-05,1,0.986601215853702
"1151",893,NA,NA,0,0,0,"Female","1993",1993,"06",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-1.68657597789582
"1152",913,NA,NA,3,0,0,"Male","1993",1993,"06",0,"C",125,178,7,7,15,3.57211169681523e-05,4.14868879780591e-05,2.40877928265935e-05,1,-1.87322915011941
"1153",698,NA,NA,2,0,0,"Female","1993",1993,"06",4,"A",104,192,9,9,15,3.50987541024159e-05,5.17886421045977e-05,2.99056178629204e-05,1,0.59303257542386
"1154",879,NA,NA,1,0,1,"Male","1993",1993,"06",1,"Y",125,178,7,7,15,3.57211169681523e-05,4.14868879780591e-05,2.40877928265935e-05,1,0.850152433544667
"1155",914,NA,NA,0,0,0,"Male","1993",1993,"06",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-1.90626220394874
"1156",915,NA,NA,1,0,1,"Male","1993",1993,"06",0,"C",107,199,6,6,7,3.43252525557025e-05,5.35954643723891e-05,2.88006894487693e-05,1,-1.90626220394874
"1157",36,NA,NA,0,4,0,"Male","1993",1993,"06",5,"A",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,0.261623066596006
"1158",158,NA,NA,2,0,0,"Female","1993",1993,"06",5,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,0,-0.265322577514826
"1159",280,NA,NA,0,20,0,"Male","1993",1993,"06",5,"A",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,0.732117828540124
"1160",844,NA,NA,1,0,0,"Male","1993",1993,"06",2,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.605993890851453
"1161",881,NA,NA,0,0,0,"Female","1993",1993,"06",1,"Y",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,0.8761460215847
"1162",722,NA,NA,6,2,0,"Female","1993",1993,"06",4,"A",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,-1.06585351498692
"1163",856,NA,NA,0,2,0,"Male","1993",1993,"06",2,"A",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,0.59303257542386
"1164",905,NA,NA,0,2,0,"Female","1993",1993,"06",0,"C",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,-1.56912007130154
"1165",451,NA,NA,0,2,0,"Male","1993",1993,"06",8,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.599484099772713
"1166",820,NA,NA,0,1,0,"Male","1993",1993,"06",12,"A",44,175,14,14,17,3.88936011226331e-05,7.25866006929479e-05,3.06097048431015e-05,1,0.719300244777997
"1167",863,NA,NA,0,0,1,"Male","1993",1993,"06",2,"A",34,121,8,8,9,3.41249111859862e-05,5.15906714533065e-05,3.39458413377469e-05,1,0.75844332331451
"1168",903,NA,NA,0,0,0,"Male","1993",1993,"06",14,"A",47,135,10,10,11,3.97476914904642e-05,6.34467079537609e-05,3.6054585625214e-05,1,0.619192099480841
"1169",322,NA,NA,11,0,0,"Male","1993",1993,"06",5,"A",96,58,12,13,11,1.6231890287148e-05,3.01356664406397e-05,2.1502802838007e-05,1,0.209014576294918
"1170",584,NA,NA,0,0,0,"Female","1993",1993,"06",4,"A",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-0.683028305671579
"1171",874,NA,NA,1,0,0,"Male","1993",1993,"06",1,"Y",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,0,NA
"1172",897,NA,NA,1,0,0,"Female","1993",1993,"06",0,"C",44,62,4,4,17,2.39731741123772e-05,2.40386731067774e-05,2.3342686351447e-05,1,-1.56912007130154
"1173",899,NA,NA,0,0,0,"Male","1993",1993,"06",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-1.55852957408838
"1174",224,NA,NA,0,0,0,"Male","1993",1993,"06",8,"A",82,75,4,4,11,1.95671261934994e-05,4.170252311001e-05,2.24626658841046e-05,1,0.635670897990841
"1175",867,NA,NA,0,2,0,"Female","1993",1993,"06",4,"A",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,0.312064508677345
"1176",892,NA,NA,0,0,0,"Male","1993",1993,"06",1,"Y",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,NA
"1177",601,NA,NA,7,0,0,"Female","1993",1993,"06",4,"A",96,58,5,5,11,1.6231890287148e-05,3.01356664406397e-05,2.1502802838007e-05,1,0.419803569211733
"1178",900,NA,NA,0,2,0,"Male","1993",1993,"06",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-1.55314551135467
"1179",919,NA,NA,1,0,0,"Female","1993",1993,"06",0,"C",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,-2.3686592325336
"1180",891,NA,NA,8,0,0,"Male","1993",1993,"06",1,"Y",21,77,11,11,17,2.67548073681436e-05,4.4658353416575e-05,2.72286660763032e-05,1,NA
"1181",344,NA,NA,2,0,1,"Female","1993",1993,"06",5,"A",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-0.195661111044113
"1182",920,NA,NA,0,1,0,"Female","1993",1993,"06",0,"C",131,85,4,4,16,1.7987562472653e-05,2.60259449841466e-05,1.99279286357682e-05,1,-1.59955084318058
"1183",922,NA,NA,5,0,0,"Male","1993",1993,"06",0,"C",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,-2.38642100952632
"1184",140,NA,NA,9,0,0,"Male","1993",1993,"06",5,"A",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,1.13011846929694
"1185",803,NA,NA,9,2,0,"Male","1993",1993,"06",3,"A",108,10,10,10,16,1.89842668313835e-05,4.26615370043863e-05,2.41068870521878e-05,1,0.237734457726227
"1186",894,NA,NA,5,0,0,"Female","1993",1993,"06",0,"C",115,116,8,8,9,1.7362543649845e-05,4.6658757645433e-05,1.94433987174638e-05,1,-1.38096250125272
"1187",1257,NA,NA,3,0,0,"Male","1993",1993,"06",14,"A",131,85,4,4,16,1.7987562472653e-05,2.60259449841466e-05,1.99279286357682e-05,1,0.432204305456869
"1188",821,NA,NA,0,1,0,"Male","1993",1993,"07",2,"A",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,0.395644636540106
"1189",832,NA,NA,3,1,0,"Male","1993",1993,"07",2,"A",174,44,12,12,14,4.88481423321562e-05,0.000126372047344651,3.85240307530279e-05,1,0.056881986030269
